x y z
1.7867673299463576 10.436933600848992 -1.4147310612923227
5.5838671601755525 1.5507788015501562 0.3068477148340649
5.592783477916477 1.5622243230350819 0.3037311763480286
5.6013462893366786 1.5900573545736885 0.2875110424857794
5.606942533939611 1.6018998524446904 0.28258567518243527
5.877078276683415 1.9529486816571353 0.2892825175225825
5.899362644339361 1.975331167648303 0.297415791370216
5.981902237466777 2.0521494083477654 0.33368356647810876
6.0017299260896495 2.061532706147518 0.34226622980055854
6.199962774010697 2.179156194087086 0.3715296633540059
6.346789919131183 2.236469717467095 0.39797511243021677
6.458057085917522 2.2851685260101373 0.4126637289444058
6.561767966941709 2.3267416851522453 0.4260005821205055
6.667164206177777 2.360580060052004 0.4424953644516628
6.714680118022854 2.383377539119259 0.4527422609351773
6.762651188990614 2.4081787932459786 0.4581806175622694
6.978596248211553 2.4985128407470416 0.4791000705077216
7.0043557553337195 2.5057463260673964 0.48149708745924036
7.031113388583384 2.5129788114607745 0.4818496137850333
7.086053366477065 2.5367687650548865 0.48007670398952207
7.138808397324736 2.56092496344276 0.48269274436495413
7.232748518102568 2.6086965425431963 0.49053885659004937
7.348909864514528 2.663604132348805 0.5277349344804274
7.476883024931672 2.705707167692581 0.5844808419812935
7.5282662500937585 2.7214876996941006 0.6041852080263442
7.594368671172065 2.7343417363778757 0.6289057687093247
7.65809107756387 2.745940930180212 0.6458170779462366
7.831553150395164 2.7756310700331692 0.698208555699312
7.932538184913944 2.7789415195449276 0.7149581673499016
8.014582052898838 2.777415583303183 0.7187763697702934
8.099095930682624 2.754989536935595 0.7275496026951142
8.132653253272037 2.742634678174313 0.7317586892796016
8.164292307425647 2.724045006323486 0.7327439921213857
8.221055931889545 2.6774378637095593 0.7269239213973197
8.276840163004657 2.6174861716687294 0.714720409674206
8.296988247003558 2.582837164100515 0.7080924188311706
8.327908242799364 2.52050251643237 0.6962398379451767
8.333584067649307 2.4991503805797333 0.688316297616675
8.366997632735188 2.3591599273336135 0.6711396235075902
8.373236761868037 2.304881529329821 0.6716062399233182
8.375915071274328 2.2511307666248923 0.673608465548164
8.377980055477769 2.186188155986545 0.6719249027536367
8.369989784161472 2.0415864154415155 0.6807035126564644
8.368036580189402 2.0061299134924866 0.6847896352290759
8.36783356906662 1.9270806298896508 0.6839004843082716
8.357121409651953 1.7657568561934651 0.6796903859819708
8.355523363916573 1.673706162437255 0.6721624887129571
8.372316762228508 1.5677986881859303 0.6547955032048504
8.373901756792353 1.5129597421449654 0.653706630349388
8.386631694759817 1.4496081730797048 0.6404927269963898
8.401438611385375 1.24263784988944 0.6112204133352807
8.40451048063045 1.1551401739739742 0.5943769930141151
8.37359595533284 0.6785367490150085 0.542853736943403
8.396144057757109 0.4612616129534688 0.5014163454980931
8.420712436945344 0.3070938284826781 0.44243081661186207
8.40710019642523 0.22166724836447482 0.40914875371610954
8.397721546511075 0.2045457231170218 0.39546002240348094
8.360194730534294 0.20965895867109907 0.3601846482253488
8.334961162736088 0.2850829560727757 0.3649304369972201
8.262198757009019 0.4940723365298405 0.36468817878092563
8.221420213027159 0.6179913146399043 0.35753181513555976
8.201090906102754 0.6824146053001146 0.3591656397005094
8.187471647909888 0.7446347289077027 0.3582899204992343
8.159571775683228 1.0919397832985647 0.3006236033170985
8.156951347028816 1.2038856334978005 0.28576985800159027
8.145578270684304 1.2781046750004448 0.27839860198830924
8.136169143142673 1.355139015963963 0.2700711866595109
8.128253230434284 1.4367292772256919 0.2636764719800059
8.120115617655532 1.5074749004423902 0.26189902369504103
8.112217431124321 1.5929809795742695 0.2603577046765174
